wikidata_id,item_title,country
Q742568,Tannoy,
Q18387939,Tanzania Breweries Limited,
Q7684237,Tao Kae Noi,
Q7684477,Tapatío hot sauce,
Q3494959,Tapout,United States of America
Q7684751,Tappan,United States of America
Q7685076,Tara International,India
Q3515678,Tareyton,United States of America
Q7685854,Target Australia,Australia
Q4140889,Target Canada,Canada
Q1046951,Target Corporation,United States of America
Q7685862,Target Group Index,
Q7686127,Tarion,
Q7686346,Tarmac Group,
Q7687116,Tasco,
Q7687667,Taste,
Q7687754,Tastykake,
Q7687789,Tata Advanced Systems,
Q2331121,Tata BP Solar,
Q2331365,Tata Chemicals,India
Q795209,Tata Coffee,
Q13227919,Tata Consultancy Services,India
Q498917,Tata Daewoo,
Q3518849,Tata DoCoMo,India
Q7687803,Tata Elxsi,India
Q795622,Tata Global Beverages,
Q331715,Tata Group,
Q2628495,Tata Hispano,Spain
Q7687816,Tata Marcopolo,
Q7687819,Tata Motors Cars,
Q1814429,Tata Power,
Q7687824,Tata Research Development and Design Centre,
Q3518953,Tata Sky,
Q765398,Tata Starbucks,
Q963101,Tata Steel,India
Q708240,Tata Steel Europe,United Kingdom
Q7687832,Tata Swach,
Q7687835,Tata Technologies,India
Q2151534,Tata Teleservices,India
Q2395492,Tate & Lyle,United Kingdom
Q7687954,Tate Interactive,
Q1616858,Tatneft,
Q45464,Tatra,Czech Republic
Q7688473,Tatts Group,
Q709039,Tatung Company,
Q929822,Tatuus,Italy
Q7688650,Taubman Centers,
Q7688658,Tauck,
Q2817198,Tauro Sport Auto,Spain
Q2397198,Tauron Group,Poland
Q1187505,Taurus,
Q7689019,Tavant Technologies,United States of America
Q925169,Tavistock Group,
Q20529164,Taxify,
Q2386434,Taylor Guitars,
Q7690075,Taylor Morrison,
Q1812865,Taylor Nelson Sofres,United Kingdom
Q1030253,Taylor Wessing,Germany
Q746365,Taylor Wimpey,United Kingdom
Q7689820,"Taylor, Bean & Whitaker",
Q17058974,Taylor-Hobson,
Q1380797,TaylorMade Golf Company,United States of America
Q2397925,Taylorcraft Aircraft,United States of America
Q17055553,Tayto,United Kingdom
Q766351,Tazo,United States of America
Q564213,Tchibo,Germany
Q18388214,Teabox,
Q7691172,Teach Yourself,
Q16928068,Tealeaf,
Q18636415,Tealium,
Q7691514,Team Indus,India
Q7691406,TeamBuy,
Q15138646,TeamTO,
Q22909287,Teamwork.com,
Q795386,Teavana,United States of America
Q2398881,Tecan,Switzerland
Q7692152,Tech 21,
Q1715931,Tech Data,
Q1131463,Tech Mahindra India,India
Q7692127,"TechMediaNetwork, Inc.",
Q7692138,TechShop,
Q7692139,TechSmith,
Q7692144,TechTarget,United States of America
Q2037048,Techint,
Q1365773,Technicolor SA,France
Q1426394,Technics,
Q1598474,Technip,France
Q173224,Techniques d'Avant Garde,
Q4456865,Technoavia,Russia
Q2461960,Technogym,
Q7692548,TechnologyOne,
Q7692685,Techstars,
Q2399612,Techtronic Industries,Germany
Q688725,Teck Resources,Canada
Q1423789,Tecmo,
Q2164385,Tecnam,
Q1658959,Tecnica Group,
Q3516993,Tecnifibre,
Q1604779,Tecnologia Automotiva Catarinense,Brazil
Q2255584,Tecsun,
Q7692916,Tecumseh Products,
Q2913458,Ted Baker Plc,Romania
Q43079578,TeePublic,
Q1339361,Teekanne,Germany
Q19883064,Teenage Engineering,Sweden
Q764155,Tefal,France
Q20648663,"Tegna, Inc.",United States of America
Q1111609,Teijin,Japan
Q7695107,Teisco,
Q7695260,Tejon Ranch,United States of America
Q7695271,TekSavvy,Canada
Q5019133,Teka,
Q3784942,Tekel,Turkey
Q16255455,Tekelec,
Q930381,Tekla,
Q1347679,Tektronix,United States of America
Q19898600,Telangana State Road Transport Corporation,
Q3517255,Telcel,Mexico
Q17098068,Telco Systems,
Q7695684,Telcon Construction Solutions,
Q7695688,Telcordia Technologies,
Q1865306,Tele Atlas,Kingdom of the Netherlands
Q1529957,Tele München Gruppe,Germany
Q6131902,Tele-Communications Inc.,
Q309865,Tele2,Sweden
Q4050799,Tele2 Russia,Russia
Q7695732,TeleNav,
Q8119721,TeleTalk,Bangladesh
Q7695737,TeleTech,
Q2401341,Telebit,
Q17109570,Telechron,United States of America
Q1407335,TelecityGroup,
Q1544312,Telecom Argentina,Argentina
Q1583794,Telecom Egypt,
Q144617,Telecom Italia,Italy
Q594468,Teledesic,
Q7696127,Teledyne Technologies,United States of America
Q7696143,Teleflex,United States of America
Q325635,Telefunken,Germany
Q160229,Telefónica,Spain
Q1759255,Telefónica Europe,
Q7696177,Telegames,United States of America
Q7696245,Telegraph Media Group,
Q688755,Telekom Austria,Austria
Q1640639,Telekom Malaysia,Malaysia
Q5174635,Telekom Romania,Romania
Q1278722,Telekom Srbija,Serbia
Q616340,Telenet,Belgium
Q845632,Telenor,Norway
Q14915070,Telenor Bulgaria,Bulgaria
Q3358931,Telenor India,India
Q3445676,Telenor Pakistan,Pakistan
Q354707,Telent,
Q2392255,Teleperformance SE,
Q7696488,Telephone and Data Systems,
Q7696754,Telepictures,United States of America
Q7696778,Telereal Trillium,
Q17183696,Telerik,United States of America
Q2401935,Telesat,
Q662824,Telespazio,
Q7696844,Telespazio VEGA,
Q7696897,Teletype Corporation,United States of America
Q47099,Televisa,
Q1195543,Television Broadcasts Limited,
Q4206800,Television Corporation of Singapore,
Q7697173,Telewest,
Q7697233,Telia Carrier,Sweden
Q862303,Telia Company,Sweden
Q1109926,Telit,
Q1818970,Telkom,South Africa
Q2305438,Telkom Indonesia,
Q4645275,Telkom Mobile,South Africa
Q1786124,Telkomsel,Indonesia
Q22080097,Telkomtelstra,
Q3517379,Tellabs,United States of America
Q7697636,Tellme Networks,
Q1383563,Telltale Games,United States of America
Q1420164,Telmex,
Q7697789,Telogis,United States of America
Q7697855,TelstraClear,
Q165858,Telus,Canada
Q7697925,Telus Mobility,Canada
Q7697926,Telus TV,Canada
Q762479,Temasek Holdings,
Q3517438,Tembec,Canada
Q683892,Temenos Group,Switzerland
Q984204,Temmler,Germany
Q315341,Tempo,Germany
Q19604577,Tempur Sealy International,United States of America
Q1756920,Tempur-Pedic,United States of America
Q7699154,Ten Broadcasting,
Q7699269,Ten Network Holdings,
Q2403252,Ten Thousand Villages,
Q1584297,Tenaga Nasional,Malaysia
Q642106,Tenaris,
Q22080095,Tencent Pictures,
Q7699703,Teneo,United States of America
Q3518066,Tenet Healthcare,
Q861358,Tenga,
Q832996,Tengelmann Group,Germany
Q4050834,Tenix,
Q1509038,Tenneco,United States of America
Q7700040,"Tennessee Coal, Iron and Railroad Company",United States of America
Q1367577,Tennessee Valley Authority,United States of America
Q7700660,Tensilica,
Q1688011,Tequila Herradura,
Q430745,Teradata,
Q16953353,Teradici,
Q2404292,Teradyne,
Q4405539,Terma A/S,Denmark
Q7702831,Terminix,United States of America
Q7702910,Tern,
Q918208,Ternium,
Q1135120,Terra,Brazil
Q17081187,Terra Bella,Russia
Q2405098,Terra Firma Capital Partners,
Q2896156,TerraCycle,
Q4050859,TerraPower,
Q879948,TerraTec,Germany
Q7557128,TerraVia,
Q7703217,Terrafugia,United States of America
Q7703433,Terremark,
Q7703648,Terrible Herbst,
Q7704011,Terry's,
Q2428093,Terrytoons,
Q3518961,Terumo,Japan
Q7705362,Tervis Tumbler Company,
Q880703,Tesch & Stabenow,Germany
Q487494,Tesco,United Kingdom
Q7705429,Tesco Bank,
Q18636696,Tesco International operations,
Q7705434,Tesco Ireland,
Q2378901,Tesco Lotus,Thailand
Q12777405,Tesco Mobile,United Kingdom
Q7705443,Tesco Venture Brands,
Q478214,Tesla,United States of America
Q1548225,Tesla,Czech Republic
Q2037080,Tesoro Corporation,United States of America
Q2425276,Tetley,
Q4591553,Tetley's Brewery,
Q870510,Tetra,Germany
Q7706196,Tetra Tech,
Q14947375,"Tetris Online, Inc.",United States of America
Q1351741,Teufel,Germany
Q898750,Teva Pharmaceutical Industries,Israel
Q775060,Texaco,United States of America
Q7707504,Texas All-Star Wrestling,
Q7707724,Texas Health Resources,
Q7707745,Texas Homecare,
Q7707854,Texas Memory Systems,
Q7708386,TextDrive,
Q48807564,Texture,
Q543925,Thai Rung Union Car,Thailand
Q25053428,Thai Summit Group,
Q7709167,Thai Union Group,
Q128356,Thales Alenia Space,Italy
Q3519453,Thales Australia,Australia
Q1161666,Thales Group,France
Q7709616,Thales Optronics,
Q7709857,Thames,
Q2408951,Thames Water,United Kingdom
Q974875,Thawte Consulting,
Q7711610,Thaï Express,
Q7712058,The ACME Laboratories Ltd,
Q290680,The ADT Corporation,United States of America
Q7712096,The Abbey,United States of America
Q7712716,The Advisory Board Company,United States of America
Q7712966,The Aladdin Company,United States of America
Q7713633,The Analysis Corporation,
Q7713888,The Anschutz Corporation,United States of America
Q7714135,The Araca Group,
Q7714401,The Art Institutes,United States of America
Q7714649,The Ascott Limited,
Q7714673,The Asian Banker,
Q7714792,The Athlete's Foot,
Q7714844,The Attachmate Group,United States of America
Q1785352,The Automobile Association,United Kingdom
Q7715030,The Avenues,Kuwait
Q900198,The BOC Group,
Q637164,The Baby Einstein Company,
Q589288,The Bank of New York Mellon,United States of America
Q988284,The Bank of Tokyo-Mitsubishi UFJ,Japan
Q7715657,The Barna Group,
Q16243674,The Beer Store,Canada
Q7716574,The Berrics,
Q6980608,The Big Bus Company,United Kingdom
Q7718014,The Biltmore Company,
Q880942,The Blackstone Group,United States of America
Q7719082,The Bon Marché,United States of America
Q7719081,The Bon-Ton,United States of America
Q28874479,The Boring Company,United States of America
Q7719842,The Brand Union,
Q7719871,The Brattle Group,
Q7720000,The Brick,
Q7720224,The Broadway,
Q2410130,The Canadian Press,Canada
Q1033465,The Cannon Group,United States of America
Q7721752,The Cattleman,United States of America
Q7722411,The Chicken Rice Shop,
Q1476216,The Children's Investment Fund Management,
Q3520257,The Children's Place,
Q23808113,The City Bank,
Q7723390,The Climate Corporation,United States of America
Q7723489,The Cloud,United Kingdom
Q7726523,The Co-operative Insurance,
Q7726527,The Co-operative brand,
Q94434,The Cobra Group,
Q3295867,The Coca-Cola Company,United States of America
Q1141384,The Coffee Bean & Tea Leaf,
Q7726599,The Coffee Club,
Q23043278,The Commercial Bank of Qatar,
Q7727322,The Conference Board,United States of America
Q7727445,The Container Store,
Q1129792,The Cooper Companies,
Q3643910,The Copenhagen Post,Denmark
Q7727656,The Corporate Executive Board Company,United States of America
Q7727763,The Counter,United States of America
Q1204187,The Criterion Collection,United States of America
Q3325728,The Curiosity Company,
Q595475,The Dai-ichi Life Insurance Company,
Q2209905,The Earth Institute,
Q7731487,The Echo Nest,United States of America
Q7731591,The Edrington Group,
Q7731899,The Emirates Group,
Q7732289,The Entertainer (Amersham) Ltd.,
Q7732361,The Equitable Life Assurance Society,
Q28406407,The Escape Game,
Q22908276,The Everything Store: Jeff Bezos and the Age of Amazon,
Q624440,The Face Shop,
Q7733119,The Fairtrade Foundation,
Q7733799,The Fight Club,
Q7734685,The Food Emporium,United States of America
Q19880475,The Founder Institute,
Q18389721,The Fresh Grocer,United States of America
Q7735265,The Fresh Market,United States of America
Q17108111,The Fruit Company,United States of America
Q17131047,The Frye Company,United States of America
Q19903704,The Game Bakers,
Q7736023,The Geffen Film Company,
Q17089786,"The General Automobile Insurance Services, Inc.",United States of America
Q7736222,The Gersh Agency,
Q11699756,The Ghost Club,
Q7736850,The Glover Park Group,United States of America
Q7737217,The Good Guys,Australia
Q383831,The Gores Group,
Q16945941,The Gotham Group,
Q3521118,The Gravity Group,United States of America
Q7602038,The Great Courses,United States of America
Q3115937,The Great-West Life Assurance Company,
Q7738224,The Greenbrier Companies,United States of America
Q19660600,The Happy Egg Company,
Q444110,The Hartford,United States of America
Q1056637,The Hershey Company,United States of America
Q1543874,The Hertz Corporation,United States of America
Q7739770,The History Press,
Q22032387,The HomeSlice Group,
Q18534725,The Honest Company,United States of America
Q751883,The Hong Kong and China Gas Company,
Q1535858,The Hoover Company,United States of America
Q12521253,The Howard Hughes Corporation,
Q7740985,The Hundreds,
Q7741165,The Hut Group,
Q7741290,The Icee Company,United States of America
Q986326,The Iconfactory,
Q17056430,The Iconic,Australia
Q18389848,The Idle Man,
Q772184,The Improv,United States of America
Q7742790,The J.M. Smucker Company,United States of America
Q17109683,The JBG Companies,United States of America
Q7743141,The Jessica Simpson Collection,United States of America
Q2914692,The Jim Henson Company,United States of America
Q7743510,The Jones Group,United States of America
Q7744066,The Keg,
Q918716,The Kelly Springfield Tire Company,
Q3521465,The Kennedy/Marshall Company,United States of America
Q7744883,The Knot,United States of America
Q3521493,The Kooples,
Q7744946,The Kraft Group,United States of America
Q834396,The Leading Hotels of the World,
Q4589570,The Leaky Cauldron,
Q7746551,The Learning Annex,
Q7746610,"The Leela Palaces, Hotels and Resorts",India
Q7747091,The Library Project,
Q7747373,The Limited,United States of America
Q682759,The Linde Group,Germany
Q7748031,The London Brick Company,
Q30922193,The Longaberger Company,United States of America
Q627039,The MITRE Corporation,United States of America
Q1573416,The Madison Square Garden Company,United States of America
Q4924063,The Mall Group,
Q7750460,The Martin Agency,United States of America
Q2412772,The Master Trust Bank of Japan,
Q7750720,The May Department Stores Company,United States of America
Q1660027,The McClatchy Company,
Q7218427,The Mill,
Q7752304,The Morning Star Company,
Q7752327,The Mosaic Company,
Q7752454,The Motorsports Group,United States of America
Q3327964,The Muppets Studio,United States of America
Q1807739,The NPD Group,
Q7753244,The Natural Confectionery Company,
Q2529982,The New York Times Company,
Q7753902,The NewsMarket,
Q7753940,The Newsweek Daily Beast Company,
Q7754286,The Non-GMO Project,
Q152784,"The North Face, Inc.",United States of America
Q7754361,The North West Company,United States of America
Q618236,The Onion,
Q2413243,The Orchard,
Q868679,The Oriental Land Company,
Q7755384,The Original Pancake House,United States of America
Q7756009,The Pantry,United States of America
Q7756138,The Park Hotels,
Q7756376,The Paul Green School of Rock Music,United States of America
Q7756466,The Peel Group,
Q1484906,The Pepsi Bottling Group,
Q7756719,The Perfume Shop,
Q7756963,The Phoenix Companies,
Q7757289,The Pita Pit,
Q1156046,The Pokémon Company,
Q7757758,The Pop Shoppe,Canada
Q7757815,The Portland Group,
Q851717,The Princeton Review,
Q7758498,The Program Exchange,
Q3049818,The Puma Hotels Collection,
Q7758853,The Pyramid Companies,
Q7759231,The Radio Network,
Q7759409,The Range,
Q7759417,The Rank Group,
Q7760100,The Related Companies,
Q7316086,The Restaurant Group,United Kingdom
Q7760952,The Rival Company,
Q7761625,The Rouse Company,United States of America
Q160126,The Royal Bank of Scotland,United Kingdom
Q28195060,The Sales Curve,
Q4670996,The Sanwa Bank,
Q17089113,The Scindia Steam Navigation Company Ltd.,India
Q1160820,The Score Group,United States of America
Q2414097,The Scotts Miracle-Gro Company,
Q7762876,The Seattle Times Company,United States of America
Q7763648,The Shanghai Hero Pen Company,
Q17088009,The Sharper Image,
Q25112068,The Skimm,
Q7764745,The Slate Group,United States of America
Q7764913,The Smith's Snackfood Company,
Q3212934,The Source,Canada
Q7765544,The South Butt,
Q7765658,The Spaceship Company,
Q7766043,The Sportsman's Guide,
Q7767315,The Sun,
Q694107,The Swatch Group,Switzerland
Q3522981,The Tetris Company,United States of America
Q1571752,The Thomson Corporation,
Q1539185,The Timberland Company,United States of America
Q972645,The Times Group,
Q16255488,The Tornante Company,
Q17029655,The Tote,
Q942471,The Travelers Companies,
Q7770555,The Trump Entrepreneur Initiative,United States of America
Q39055042,The Trump Network,United States of America
Q2462124,The Trump Organization,United States of America
Q7771029,The UPS Store,
Q849363,The Vanguard Group,United Kingdom
Q17030483,The Vinyl Factory,
Q7772938,The Vitamin Shoppe,
Q7940496,The Vollrath Company,United States of America
Q7414,The Walt Disney Company,United States of America
Q3523271,The Walt Disney Company CIS,
Q3523273,The Walt Disney Company India Pvt. Ltd.,
Q3566291,The Warehouse Group,
Q1506638,The Wharf (Holdings) Limited,
Q7775350,The Wiz,
Q5951386,The Woodbridge Company,Canada
Q7775919,The World,United States of America
Q7711620,The9,
Q7711636,TheFind.com,
Q7711640,TheGlobe.com,
Q7711653,TheScore Inc.,
Q847141,Thello,
Q16956307,Theranos,United States of America
Q7782533,Therapure BioPharma Inc,
Q7783020,Thermador,
Q704811,Thermaltake,
Q7783088,Thermax,India
Q16956313,Thermo Electron,
Q643674,Thermo Fisher Scientific,United States of America
Q4251581,Thermo King,
Q3523904,Thermos L.L.C.,
Q7783982,Thiel Audio,
Q7784087,Thiess Contractors Indonesia,
Q7784435,Think-cell,Germany
Q2191265,ThinkGeek,
Q7784615,Thinkorswim,
Q2357348,Thiokol,United States of America
Q17164492,Third Point Management,United States of America
Q7785024,Third World Media,
Q7786483,Thistle Hotels,United Kingdom
Q7786760,Thoma Cressey Bravo,
Q1539868,Thomann,Germany
Q7786824,Thomas & Betts,
Q16251905,Thomas & Friends,
Q23010921,Thomas Cook (India) Limited,
Q17149182,Thomas Cook AG,
Q2141800,Thomas Cook Group,
Q786891,Thomas Cook and Son,
Q7790241,Thomas Guide,United States of America
Q7790296,Thomas H. Lee Partners,
Q1551611,Thomas Harrington Ltd,
Q7792892,Thomas Organ Company,Canada
Q1137991,Thomas Pink,United Kingdom
Q7795618,Thomasville Furniture Industries,
Q7795702,Thompson Center Arms,United States of America
Q2428618,Thompson and Morgan,
Q18636345,Thomson Cruises,
Q2428709,Thomson Financial,
Q1141267,Thomson Reuters,Canada
Q7795895,Thomson Reuters Foundation,United States of America
Q1244162,Thomson-Houston Electric Company,United States of America
Q7796054,Thor Equities,
Q7796068,Thor Industries,United States of America
Q2003244,Thor Steinar,Germany
Q351268,Thorens,
Q22060929,Thorlabs,United States of America
Q7796279,Thorn EMI,
Q2428939,Thorn Electrical Industries,
Q3525841,Thorn Lighting,
Q7796559,Thornton Tomasetti,
Q10382234,ThoughtWorks,
Q28406748,ThreatConnect,
Q19840921,Three Ireland,Ireland
Q17090076,Three Twins,
Q18394282,Threeding,
Q7798128,Thrift Drug,
Q7798135,Thriftbooks,United States of America
Q7798140,Thrifty Foods,Canada
Q7798141,Thrifty PayLess,
Q7798301,Thrivent Financial for Lutherans,United States of America
Q382742,Thrustmaster,United States of America
Q5362569,Thule,
Q7798864,Thumpstar,
Q7798962,Thunder City,
Q1349140,Thuraya,
Q7799509,Thuy Nga Productions,
Q7799836,Thyssen AG,
Q137910,ThyssenKrupp,Germany
Q551068,ThyssenKrupp Marine Systems,Germany
Q917002,TiVo Corporation,
Q1335602,Tianjin Seagull,
Q7800275,Tiara Yachts,
Q513861,Tibco Software,United States of America
Q7800631,Tickengo,United States of America
Q7800643,TicketNetwork,United States of America
Q7800671,Ticketek,Australia
Q17086387,Ticketfly,United States of America
Q2609162,Ticketmaster,
Q1027239,Tickford,
Q17090113,Tidemark,United States of America
Q7800873,Tidewater,United States of America
Q7800947,Tie Rack,
Q851600,Tiens Biotech Group,
Q7801136,Tiertex Design Studios,United Kingdom
Q1423707,Tieto,
Q12747125,Tigar Tyres,
Q7801370,Tiger Airways Holdings,
Q7801391,Tiger Brands,
Q3072104,Tiger Corporation,
Q119267,Tiger Electronics,
Q4176650,Tiger of Sweden,United Kingdom
Q7801833,Tijuana Flats,
Q3526589,Tikhomirov Scientific Research Institute of Instrument Design,Russia
Q3991326,Tilera,
Q7802241,Tillamook County Creamery Association,United States of America
Q3528523,Tilley Endurables,Canada
Q7802889,Tilly's,United States of America
Q175106,Tim Hortons,
Q3100960,Timbro,Sweden
Q2434496,Timbuk2,United States of America
Q1411739,Time Inc.,
Q3146794,Time Inc. UK,
Q7806643,Time Life,
Q191715,Time Warner,United States of America
Q1885099,Time Warner Cable,United States of America
Q3528974,Timeform,
Q16927863,Timehop,
Q4358070,Timely Comics,United States of America
Q10959578,Timex Group,
Q1644618,Timex Group USA,France
Q469553,Timken Company,United States of America
Q7807658,Timpson,
Q7808108,Ting,United States of America
Q7808113,Ting Hsin International Group,
Q7808537,Tintri,
Q7808585,Tiny Computers,
Q7808777,Tip Top,
Q7808779,Tip Top Bakeries,
Q15851003,Tipico,
Q7808927,TippingPoint,United States of America
Q7808967,Tips Industries Limited,
Q17085964,Tipsy Elves,United States of America
Q1359692,Tishman Speyer,
Q659530,Tissot,
Q7809739,Titan Books,
Q838387,Titan Cement,Greece
Q3536932,Titan Industries,
Q1611025,Titan Media,
Q7809771,Titan Motorcycle Company,
Q7809776,Titan Tire Corporation,
Q7809902,Titas Gas,
Q609502,Titleist,
Q2423653,Tivoli Audio,
Q7810432,Tivoli Endpoint Manager,
Q2829108,Tmall,People's Republic of China
Q74983,Tnuva,
Q25025312,"Toast, Inc.",
Q2438127,Tobii AB,Sweden
Q7811777,Toby Carvery,
Q7811937,Toca Boca,Sweden
Q1342350,Tod's S.p.A.,
Q7812211,Today Translations,
Q359612,Todd-AO,
Q1136056,Tofaş,
Q7813017,Tofutti,
Q2234815,Tohatsu,
Q3116102,Tokai Communications,Japan
Q3473171,Tokidoki,United States of America
Q1282955,Tokina,
Q1812086,Tokio Marine,
Q5214909,Tokio Marine Nichido,
Q7813864,Tokyo Cruise Ship,
Q1351484,Tokyo Electron,Japan
Q1813910,Tokyo Gas,Japan
Q607621,Tokyo Marui,
Q7814003,Tokyo Tokyo,
Q315736,Tokyopop,Germany
Q859212,Tokyu Hands,Japan
Q7814310,Toll Brothers,
Q16927498,Toll Global Express,
Q1674371,Toll Holdings,
Q7814783,Tom Anderson Guitarworks,
Q571206,Tom Tailor,Germany
Q7817826,Tom Thumb Food & Pharmacy,
Q7814699,Tom's of Maine,
Q682144,TomTom,United States of America
Q5361526,Tombow,
Q7819139,Tommo Inc.,
Q3531299,Tommy Bahama,United States of America
Q7819196,Tommy Baldwin Racing,United States of America
Q634881,Tommy Hilfiger,United States of America
Q30598534,Tommy John,
Q1760857,Tommy Kaira,Japan
Q7820229,TomorrowNow,
Q1382207,Tomos,
Q7820400,Toms Shoes,United States of America
Q1335998,Tomy,
Q842099,Tongrentang,People's Republic of China
Q12593494,Tongyang Group,South Korea
Q1645436,Tonka,United States of America
Q7822752,Tony Lama Boots,United States of America
Q16935513,Tony Moly,
Q1322676,Tony Packo's Cafe,
Q14942622,Tony's Chocolonely,
Q7824103,Toolstation,
Q2977455,Toon Boom Animation,Canada
Q7824143,Toon City,
Q7824164,Toonami Jetstream,
Q7824332,Tootsie Roll Industries,
Q2443143,Top Glove,
Q11321259,Top Secret,Japan
Q3532045,Top Shelf Productions,
Q7824649,Top Up TV,
Q2495748,TopCoder,
Q7824379,TopGolf,
Q4051591,TopWare Interactive,Germany
Q17098994,Topco Associates LLC,United States of America
Q2035924,Topcon,Japan
Q17107622,Topera Medical,United States of America
Q651098,Topf and Sons,Germany
Q7824889,Topix,United States of America
Q1090880,Topman,United Kingdom
Q986752,Toppan,Japan
Q2749140,Topper,
Q910541,Topps,
Q7825125,Topps Comics,
Q17026595,Topps Tiles,
Q7825137,Tops Friendly Markets,United States of America
Q1893576,Topshop,United Kingdom
Q16927713,Topsy Labs,United States of America
Q168115,Toray Industries,Japan
Q7825574,Torchmark,
Q7825762,Tori Richard,United States of America
Q7825866,Torker,
Q935059,Toro,United States of America
Q7826411,Toronto Hydro,
Q1194832,Toronto–Dominion Bank,Canada
Q7827044,Torrent Power,
Q7827120,Torrid,United States of America
Q7827139,Torrington Company,
Q7827171,Torry Harris Business Solutions,
Q3532509,Torstar,Canada
Q19988222,Tory Burch LLC,United States of America
Q7827512,Torys,
Q49125,Toshiba,Japan
Q751358,Toshiba Samsung Storage Technology,Japan
Q906991,Tosoh,Japan
Q154037,Total S.A.,France
Q7828084,Total Wine & More,United States of America
Q7828298,Totem Acoustic,
Q1751566,Toto Ltd.,Japan
Q7828612,Touch Mobile,
Q7828719,Touchnote,
Q4558829,Tough Mudder Inc.,
Q7829092,Tourism Holdings Limited,
Q7829333,Tourneau,
Q954900,Tovarna avtomobilov Maribor,
Q11404929,Towada Audio,
Q3535933,Tower Comics,United States of America
Q17067545,Tower Insurance,
Q3265728,Tower Records,United States of America
Q5132515,Tower of Babel,
Q7829617,TowerBrook Capital Partners,
Q7829730,TowerJazz,
Q7829823,Towers Department Stores,
Q3535949,Towers Watson,
Q17082814,Towle Silversmiths,
Q3535951,Town & Country Surf Designs,United States of America
Q7830012,Town Sports International Holdings,
Q7830092,TownePlace Suites,
Q772130,Toy Machine,
Q7830495,ToyWatch,
Q7830625,Toyo Engineering Corporation,Japan
Q568406,Toyo Tires,Japan
Q7830642,Toyobo,Japan
Q1320541,Toyoko Inn,
Q53268,Toyota,Japan
Q2447054,Toyota Australia,
Q7830755,Toyota Boshoku,Japan
Q7830764,Toyota Canada Inc.,Canada
Q1129062,Toyota Financial Services,
Q1476105,Toyota Industries,Japan
Q7830808,Toyota Kirloskar Motor Private Limited,
Q7830818,Toyota Manufacturing UK,
Q7830824,Toyota Motor Engineering & Manufacturing North America,
Q7830825,Toyota Motor Europe,Belgium
Q7830827,Toyota Motor Manufacturing Alabama,
Q7830834,Toyota Motor Manufacturing Indiana,
Q7830833,Toyota Motor Manufacturing Mississippi,
Q7830832,Toyota Motor Manufacturing Texas,
Q7830837,Toyota Motor North America,
Q7830838,"Toyota Motor Sales, U.S.A., Inc.",
Q17056215,Toyota Motor Thailand,
Q239162,Toyota Peugeot Citroën Automobile Czech,Czech Republic
Q7830865,Toyota Technocraft,
Q716457,Toyota Tsusho,
Q9089355,TracFone Wireless,
Q2447431,Trace Elliot,
Q839076,Tracinda Corporation,United States of America
Q7831557,TrackingPoint,United States of America
Q7831608,Tracor,
Q7831621,Tractebel,Belgium
Q15109925,Tractor Supply Company,United States of America
Q3536370,TradeStation,
Q17027302,Tradebot,
Q1783959,Tradedoubler,
Q688825,Trader Joe's,United States of America
Q4051696,Tradera,Sweden
Q2447732,Tradewest,United States of America
Q562131,Tradus,
Q4814131,Trafalgar House,
Q7832429,Trafalgar Tours,
Q687508,Trafigura Beheer B.V.,
Q2878581,Trailways Transportation System,
Q7832852,TrainOSE,Greece
Q7783585,Trainline,United Kingdom
Q10384071,Tramontina,
Q2448723,Trane,
Q1452647,Trangia,Sweden
Q505615,Trans Adriatic Pipeline,Italy
Q7833662,Trans Corp,
Q16985723,Trans States Holdings,
Q5115984,Trans TV,
Q7833697,Trans World Entertainment,
Q2448764,Trans-Eurasia Logistics,
Q7833540,Trans-Lux,United States of America
Q2448801,TransAlta,Canada
Q1516108,TransCanada Corporation,Canada
Q4461999,TransContainer,
Q7833640,TransPerfect,
Q7833641,TransUnion,United States of America
Q1567477,Transamerica Corporation,United States of America
Q324901,Transcend Information,
Q3349517,Transcom Group,
Q442637,Transdev,
Q17019345,Transdev Australasia,
Q897024,Transdev GmbH,Germany
Q19903732,Transfast,
Q1519572,Transmashholding,Russia
Q836542,Transmeta Corporation,
Q2116312,Transneft,
Q820804,Transnet,South Africa
Q686785,Transocean,
Q836804,Transocean Tours,Germany
Q7834865,Transport Corporation of India Ltd,
Q3537774,Transport Research Laboratory,United Kingdom
Q1778212,Transports Metropolitans de Barcelona,Spain
Q47542612,Transsion Holdings,People's Republic of China
Q3538015,Transurban,
Q7835887,Travco Group,Egypt
Q7835933,Travel Sentry,
Q1853488,Travel Service Airlines,Czech Republic
Q7835892,TravelCenters of America,United States of America
Q7835895,TravelSky,
Q2337964,Travelex,
Q15043249,Travelgenio,Spain
Q2897812,Travelocity,
Q7836087,Travelodge,United States of America
Q9361374,Travelodge UK,United Kingdom
Q7836092,Travelport,
Q7836120,Travelzoo,
Q2450664,Travis Perkins,
Q2050571,Traxxas,
Q7836817,Treasury Wine Estates,Australia
Q46996016,Trebor,
Q16958009,TreeHouse Foods,United States of America
Q1703203,Trelleborg AB,Sweden
Q700974,Trend Micro,
Q12251183,Trend News Agency,
Q16958047,Trendrr,United States of America
Q2336948,Trent,
Q17035733,Trespass,
Q16985774,"Trex Company, Inc.",
